Date,Futures,Spot,Rate
1995-09-06,0.521,0.516,5.87500
1995-09-05,0.53,0.525,5.87500
1995-09-01,0.514,0.508,5.87500
1995-08-31,0.502,0.49700000000000005,5.87500
1995-08-30,0.49700000000000005,0.491,5.87500
1995-08-29,0.495,0.49,5.87500
1995-08-28,0.498,0.493,.
1995-08-25,0.5,0.494,5.87500
1995-08-24,0.502,0.496,5.93750
1995-08-23,0.505,0.499,5.93750
1995-08-22,0.502,0.501,5.93750
1995-08-21,0.503,0.49700000000000005,5.93750
1995-08-18,0.49700000000000005,0.49200000000000005,5.93750
1995-08-17,0.493,0.486,5.93750
1995-08-16,0.49200000000000005,0.48700000000000004,5.93750
1995-08-15,0.48700000000000004,0.48100000000000004,5.88281
1995-08-14,0.488,0.48100000000000004,5.87500
1995-08-11,0.494,0.489,5.87500
1995-08-10,0.496,0.491,5.87500
1995-08-09,0.495,0.49,5.87500
1995-08-08,0.49700000000000005,0.49200000000000005,5.87500
1995-08-07,0.493,0.489,5.87500
1995-08-04,0.49200000000000005,0.488,5.87500
1995-08-03,0.49200000000000005,0.488,5.87500
1995-08-02,0.494,0.49,5.87500
1995-08-01,0.488,0.48200000000000004,5.87500
1995-07-31,0.483,0.48,5.87500
1995-07-28,0.48,0.479,5.87500
1995-07-27,0.48100000000000004,0.478,5.87500
1995-07-26,0.48,0.47700000000000004,5.87500
1995-07-25,0.465,0.46299999999999997,5.88672
1995-07-24,0.466,0.45799999999999996,5.92188
1995-07-21,0.461,0.455,5.87500
1995-07-20,0.461,0.455,5.87500
1995-07-19,0.465,0.45899999999999996,5.87500
1995-07-18,0.47,0.461,5.87500
1995-07-17,0.465,0.46,5.87500
1995-07-14,0.465,0.46,5.87500
1995-07-13,0.467,0.462,5.87500
1995-07-12,0.47200000000000003,0.467,5.87891
1995-07-11,0.47,0.465,5.90625
1995-07-10,0.47100000000000003,0.467,5.87891
1995-07-07,0.46399999999999997,0.45899999999999996,5.87500
1995-07-06,0.47200000000000003,0.46799999999999997,6.06250
1995-07-05,0.465,0.462,6.06250
1995-06-30,0.467,0.46399999999999997,6.12500
1995-06-29,0.469,0.467,6.06641
1995-06-28,0.47700000000000004,0.475,6.11719
1995-06-27,0.47200000000000003,0.47100000000000003,6.06250
1995-06-26,0.46799999999999997,0.465,6.06250
1995-06-23,0.46299999999999997,0.45899999999999996,6.06250
1995-06-22,0.467,0.46299999999999997,6.06250
1995-06-21,0.465,0.461,6.06250
1995-06-20,0.47100000000000003,0.467,6.06250
1995-06-19,0.47,0.465,6.06250
1995-06-16,0.483,0.478,6.06250
1995-06-15,0.489,0.484,6.06250
1995-06-14,0.49200000000000005,0.48700000000000004,6.06250
1995-06-13,0.485,0.48,6.06250
1995-06-12,0.485,0.48,6.07031
1995-06-09,0.48100000000000004,0.47600000000000003,6.06250
1995-06-08,0.48700000000000004,0.48200000000000004,6.06250
1995-06-07,0.49,0.485,6.00781
1995-06-06,0.491,0.486,6.00781
1995-06-05,0.496,0.491,6.00000
1995-06-02,0.499,0.494,6.05469
1995-06-01,0.495,0.49,6.06250
1995-05-31,0.485,0.479,6.06250
1995-05-30,0.486,0.48100000000000004,6.06250
1995-05-26,0.48700000000000004,0.483,6.06250
1995-05-25,0.513,0.508,6.06250
1995-05-24,0.511,0.507,6.06250
1995-05-23,0.523,0.522,6.06250
1995-05-22,0.513,0.51,6.06250
1995-05-19,0.51,0.507,6.06250
1995-05-18,0.506,0.503,6.06250
1995-05-17,0.504,0.5,6.06250
1995-05-16,0.505,0.498,6.06250
1995-05-15,0.499,0.494,6.06250
1995-05-12,0.495,0.491,6.06250
1995-05-11,0.491,0.48700000000000004,6.06250
1995-05-10,0.5,0.496,6.06250
1995-05-09,0.491,0.49,6.06250
1995-05-08,0.512,0.507,.
1995-05-05,0.513,0.513,6.06250
1995-05-04,0.513,0.512,6.06250
1995-05-03,0.503,0.504,6.06250
1995-05-02,0.509,0.513,6.06250
1995-05-01,0.511,0.512,6.06250
1995-04-28,0.512,0.509,6.06250
1995-04-27,0.513,0.509,6.06250
1995-04-26,0.505,0.501,6.06250
1995-04-25,0.508,0.504,6.06250
1995-04-24,0.5,0.49700000000000005,6.06250
1995-04-21,0.506,0.504,6.06250
1995-04-20,0.503,0.499,6.12500
1995-04-19,0.502,0.49700000000000005,6.12500
1995-04-18,0.502,0.501,6.12500
1995-04-17,0.5,0.499,.
1995-04-13,0.488,0.485,6.12500
1995-04-12,0.495,0.49200000000000005,6.12500
1995-04-11,0.502,0.498,6.12500
1995-04-10,0.493,0.488,6.12500
1995-04-07,0.495,0.49,6.12500
1995-04-06,0.49200000000000005,0.49,6.12500
1995-04-05,0.48,0.475,6.12500
1995-04-04,0.48,0.473,6.18750
1995-04-03,0.475,0.47100000000000003,6.18750
1995-03-31,0.47100000000000003,0.46799999999999997,6.12500
1995-03-30,0.47200000000000003,0.469,6.12500
1995-03-29,0.47100000000000003,0.467,6.12500
1995-03-28,0.475,0.467,6.12500
1995-03-27,0.475,0.47100000000000003,6.12500
1995-03-24,0.46299999999999997,0.45899999999999996,6.12500
1995-03-23,0.466,0.461,6.12500
1995-03-22,0.47,0.466,6.12500
1995-03-21,0.457,0.45299999999999996,6.12500
1995-03-20,0.45799999999999996,0.45299999999999996,6.12500
1995-03-17,0.461,0.456,6.12500
1995-03-16,0.45399999999999996,0.44799999999999995,6.12500
1995-03-15,0.451,0.447,6.12500
1995-03-14,0.44299999999999995,0.44,6.12500
1995-03-13,0.456,0.452,6.12500
1995-03-10,0.45299999999999996,0.449,6.12500
1995-03-09,0.451,0.447,6.12500
1995-03-08,0.45299999999999996,0.446,6.12500
1995-03-07,0.46399999999999997,0.452,6.12500
1995-03-06,0.467,0.462,6.12500
1995-03-03,0.474,0.47,6.12500
1995-03-02,0.465,0.461,6.12500
1995-03-01,0.46399999999999997,0.461,6.12500
1995-02-28,0.469,0.466,6.12500
1995-02-27,0.47200000000000003,0.46799999999999997,6.12500
1995-02-24,0.478,0.473,6.08594
1995-02-23,0.474,0.47100000000000003,6.06250
1995-02-22,0.479,0.47700000000000004,6.11719
1995-02-21,0.47600000000000003,0.47200000000000003,6.12500
1995-02-17,0.47700000000000004,0.474,6.12500
1995-02-16,0.469,0.466,6.12500
1995-02-15,0.469,0.467,6.12500
1995-02-14,0.475,0.47700000000000004,6.12500
1995-02-13,0.473,0.47200000000000003,6.12500
1995-02-10,0.483,0.48200000000000004,6.09375
1995-02-09,0.47700000000000004,0.475,6.09375
1995-02-08,0.48,0.479,6.12500
1995-02-07,0.491,0.488,6.12500
1995-02-06,0.49200000000000005,0.491,6.10938
1995-02-03,0.494,0.489,6.12500
1995-02-02,0.486,0.48100000000000004,6.12500
1995-02-01,0.478,0.473,6.12500
1995-01-31,0.469,0.466,6.09375
1995-01-30,0.474,0.47,6.06250
1995-01-27,0.473,0.46799999999999997,6.00000
1995-01-26,0.473,0.46799999999999997,6.00000
1995-01-25,0.475,0.47,6.06250
1995-01-24,0.479,0.47700000000000004,6.00000
1995-01-23,0.478,0.47600000000000003,6.00000
1995-01-20,0.48100000000000004,0.48,6.00000
1995-01-19,0.483,0.48200000000000004,6.00000
1995-01-18,0.491,0.489,5.87500
1995-01-17,0.48700000000000004,0.489,5.75000
1995-01-16,0.474,0.47,5.75000
1995-01-13,0.467,0.46299999999999997,5.81250
1995-01-12,0.479,0.475,5.81250
1995-01-11,0.48,0.47700000000000004,5.87500
1995-01-10,0.474,0.473,5.87500
1995-01-09,0.483,0.48200000000000004,5.87500
1995-01-06,0.495,0.493,5.87500
1995-01-05,0.5,0.498,5.89844
1995-01-04,0.496,0.495,5.93750
1995-01-03,0.499,0.501,5.93750
1994-12-30,0.513,0.514,6.00000
1994-12-29,0.507,0.506,5.97656
1994-12-28,0.501,0.5,6.12500
1994-12-27,0.493,0.49,.
1994-12-23,0.48,0.47700000000000004,6.00000
